document_id,split,domain,source,source_id,doi,url,title,published,final_label,redistribution_status,timestamp_validity,confirmatory_status
DEV135,development,Development,OpenAlex,W3004429494,,https://arxiv.org/abs/W3004429494,Worker stress in the age of mobile technology: The combined effects of perceived interruption overload and worker control,2020,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV136,development,Development,OpenAlex,W7139917089,,https://arxiv.org/abs/W7139917089,Digital transformation of work: Theorizing the process from an identity theory perspective,2026,Case Study,identifier_title_label_only,not_published_here,included
DEV137,development,Development,OpenAlex,W1160360776,,https://arxiv.org/abs/W1160360776,The tension between business process modelling and flexibility: Revealing multiple dimensions with a sociomaterial approach,2015,Case Study,identifier_title_label_only,not_published_here,included
DEV138,development,Development,OpenAlex,W4402731267,,https://arxiv.org/abs/W4402731267,"Harnessing the Potential of Artificial Intelligence: Affordances, Constraints, and Strategic Implications for Professional Services",2024,Conceptual,identifier_title_label_only,not_published_here,included
DEV139,development,Development,OpenAlex,W4292426528,,https://arxiv.org/abs/W4292426528,"Digital strategizing: An assessing review, definition, and research agenda",2022,Review,identifier_title_label_only,not_published_here,included
DEV140,development,Development,OpenAlex,W4385975950,,https://arxiv.org/abs/W4385975950,The Edgy Nature of Green IT,2023,Conceptual,identifier_title_label_only,not_published_here,included
DEV141,development,Development,OpenAlex,W4404411485,,https://arxiv.org/abs/W4404411485,Generative AI in Advertising,2024,Conceptual,identifier_title_label_only,not_published_here,included
DEV142,development,Development,OpenAlex,W2054117589,,https://arxiv.org/abs/W2054117589,Responsibility in Engineering: Victor Paschkis vs. Wernher von Braun,2010,Conceptual,identifier_title_label_only,not_published_here,included
DEV143,development,Development,OpenAlex,W2083828068,,https://arxiv.org/abs/W2083828068,2012 BizTech Trends and Guidance,2012,Conceptual,identifier_title_label_only,not_published_here,included
DEV144,development,Development,OpenAlex,W2036051322,,https://arxiv.org/abs/W2036051322,Valuing IT Human Capital,2012,Conceptual,identifier_title_label_only,not_published_here,included
DEV145,development,Development,OpenAlex,W2919584232,,https://arxiv.org/abs/W2919584232,IoT Safety: State of the Art,2019,Conceptual,identifier_title_label_only,not_published_here,included
DEV146,development,Development,OpenAlex,W4283755867,,https://arxiv.org/abs/W4283755867,From Human-AI Confrontation to Human-AI Symbiosis in Society 5.0: Transformation Challenges and Mechanisms,2022,Conceptual,identifier_title_label_only,not_published_here,included
DEV147,development,Development,OpenAlex,W4406137764,,https://arxiv.org/abs/W4406137764,Industrial-Internet-of-Things-Based Digital Twin and Metaverse Privacy and Security Measures for a Trustworthy Industrial Metaverse Ecosystem,2024,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV148,development,Development,OpenAlex,W2073592597,,https://arxiv.org/abs/W2073592597,Timing Matters: Tackling Intractable Problems,2011,Case Study,identifier_title_label_only,not_published_here,included
DEV149,development,Development,OpenAlex,W4407736584,,https://arxiv.org/abs/W4407736584,"Artificial Intelligence Adoption Is Easy for Gigs, Start-Ups and Small Companies—But Not Mid-Sized and Large Enterprises",2025,Conceptual,identifier_title_label_only,not_published_here,included
DEV150,development,Development,OpenAlex,W1827027594,,https://arxiv.org/abs/W1827027594,Behind Closed Doors: Let's PLAI,2015,Conceptual,identifier_title_label_only,not_published_here,included
DEV151,development,Development,OpenAlex,W3045744254,,https://arxiv.org/abs/W3045744254,Knowledge-Enhanced Relation Extraction for Chinese EMRs,2020,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV152,development,Development,OpenAlex,W3089807393,,https://arxiv.org/abs/W3089807393,"The impact of anonymous, two-way, computer-mediated communication on perceived whistleblower credibility",2020,Experimental,identifier_title_label_only,not_published_here,included
DEV153,development,Development,OpenAlex,W2991063631,,https://arxiv.org/abs/W2991063631,Social media brand engagement practices,2019,Experimental,identifier_title_label_only,not_published_here,included
DEV154,development,Development,OpenAlex,W2762174909,,https://arxiv.org/abs/W2762174909,The development and validation of a two-staged adoption model of RFID technology in livestock businesses,2017,Experimental,identifier_title_label_only,not_published_here,included
DEV155,development,Development,OpenAlex,W4396655949,,https://arxiv.org/abs/W4396655949,The study of social commerce in Generation Z context: the role of social support and privacy risk,2024,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV156,development,Development,OpenAlex,W4379983085,,https://arxiv.org/abs/W4379983085,Follow and spread the word: the effects of avatars and message framing in promoting fact checking posts on social media,2023,Conceptual,identifier_title_label_only,not_published_here,included
DEV157,development,Development,OpenAlex,W4224241146,,https://arxiv.org/abs/W4224241146,Consumers' willingness to share digital footprints on social media: the role of affective trust,2022,Experimental,identifier_title_label_only,not_published_here,included
DEV158,development,Development,OpenAlex,W2919480348,,https://arxiv.org/abs/W2919480348,Role of empowerment and sense of community on online social health support group,2019,Conceptual,identifier_title_label_only,not_published_here,included
DEV159,development,Development,OpenAlex,W3130084147,,https://arxiv.org/abs/W3130084147,Exploring the relationship between information and communication technology collective behaviors and sense of community: an urban refugee analysis,2021,Experimental,identifier_title_label_only,not_published_here,included
DEV160,development,Development,OpenAlex,W2285997322,,https://arxiv.org/abs/W2285997322,Ecologies of interests in social information systems for social benefit,2016,Case Study,identifier_title_label_only,not_published_here,included
DEV161,development,Development,OpenAlex,W3210011252,,https://arxiv.org/abs/W3210011252,Designing antifragile social-technical information systems in an era of big data,2021,Case Study,identifier_title_label_only,not_published_here,included
DEV162,development,Development,OpenAlex,W4223905365,,https://arxiv.org/abs/W4223905365,"Understanding sustained participation in crowdsourcing platforms: the role of autonomy, temporal value, and hedonic value",2022,Experimental,identifier_title_label_only,not_published_here,included
DEV163,development,Development,OpenAlex,W2594263067,,https://arxiv.org/abs/W2594263067,Examining the antecedents of online disinhibition,2017,Experimental,identifier_title_label_only,not_published_here,included
DEV164,development,Development,OpenAlex,W4396585609,,https://arxiv.org/abs/W4396585609,Using the online education planned based on anderson’s theory to facilitate the practice learning experiences of nursing students: A phenomenological study,2024,Experimental,identifier_title_label_only,not_published_here,included
DEV165,development,Development,OpenAlex,W3196280573,,https://arxiv.org/abs/W3196280573,Haptic-enabled collaborative learning in virtual reality for schools,2021,Experimental,identifier_title_label_only,not_published_here,included
DEV166,development,Development,OpenAlex,W4408274816,,https://arxiv.org/abs/W4408274816,E-learning platforms at ODeL institutions of higher education: creating a real-world learning,2025,Case Study,identifier_title_label_only,not_published_here,included
DEV167,development,Development,OpenAlex,W4395038830,,https://arxiv.org/abs/W4395038830,Framing adequate digital competence in early childhood education,2024,Case Study,identifier_title_label_only,not_published_here,included
DEV168,development,Development,OpenAlex,W7134116242,,https://arxiv.org/abs/W7134116242,Digital communication and collaboration among teachers – a comparative analysis of instant messaging and videoconferencing,2026,Experimental,identifier_title_label_only,not_published_here,included
DEV169,development,Development,OpenAlex,W4224089311,,https://arxiv.org/abs/W4224089311,Is there an optimum of realism in computer-generated instructional visualizations?,2022,Experimental,identifier_title_label_only,not_published_here,included
DEV170,development,Development,OpenAlex,W3193343813,,https://arxiv.org/abs/W3193343813,Medical and public health instructors’ perceptions of online teaching: A qualitative study using the Technology Acceptance Model 2,2021,Case Study,identifier_title_label_only,not_published_here,included
DEV171,development,Development,OpenAlex,W4400002900,,https://arxiv.org/abs/W4400002900,Utilizing AHP and conjoint analysis in educational research: Characteristics of a good mathematical problem,2024,Experimental,identifier_title_label_only,not_published_here,included
DEV172,development,Development,OpenAlex,W2532002791,,https://arxiv.org/abs/W2532002791,Applying a conceptual design framework to study teachers’ use of educational technology,2016,Experimental,identifier_title_label_only,not_published_here,included
DEV173,development,Development,OpenAlex,W2281316618,,https://arxiv.org/abs/W2281316618,"Online collaboration and cooperation: The recurring importance of evidence, rationale and viability",2016,Conceptual,identifier_title_label_only,not_published_here,included
DEV174,development,Development,OpenAlex,W3200976766,,https://arxiv.org/abs/W3200976766,Female computer science students: A qualitative exploration of women’s experiences studying computer science at university in the UK,2021,Experimental,identifier_title_label_only,not_published_here,included
DEV175,development,Development,OpenAlex,W4224983818,,https://arxiv.org/abs/W4224983818,Virtual Laboratories- A historical review and bibliometric analysis of the past three decades,2022,Review,identifier_title_label_only,not_published_here,included
DEV176,development,Development,OpenAlex,W2002328692,,https://arxiv.org/abs/W2002328692,Engaging Women in Computer Science and Engineering,2011,Case Study,identifier_title_label_only,not_published_here,included
DEV177,development,Development,OpenAlex,W2169802602,,https://arxiv.org/abs/W2169802602,Perspectives and Visions of Computer Science Education in Primary and Secondary (K-12) Schools,2014,Case Study,identifier_title_label_only,not_published_here,included
DEV178,development,Development,OpenAlex,W2115026825,,https://arxiv.org/abs/W2115026825,Programming in School,2014,Experimental,identifier_title_label_only,not_published_here,included
DEV179,development,Development,OpenAlex,W7162286990,,https://arxiv.org/abs/W7162286990,Using Design Projects to Understand Youths’ Experiences with AI,2026,Conceptual,identifier_title_label_only,not_published_here,included
DEV180,development,Development,OpenAlex,W3100256231,,https://arxiv.org/abs/W3100256231,"Knowledge, Skills, and Abilities for Specialized Curricula in Cyber Defense",2020,Case Study,identifier_title_label_only,not_published_here,included
DEV181,development,Development,OpenAlex,W2891080647,,https://arxiv.org/abs/W2891080647,Peer Review in CS2,2018,Experimental,identifier_title_label_only,not_published_here,included
DEV182,development,Development,OpenAlex,W7140687300,,https://arxiv.org/abs/W7140687300,An Integrative First-Year Induction Program for Computing Students: Design and Evaluation,2026,Experimental,identifier_title_label_only,not_published_here,included
DEV183,development,Development,OpenAlex,W7169655546,,https://arxiv.org/abs/W7169655546,(In)Comprehensible Input and Explicit Instruction: A New Model for Programming Language Acquisition,2026,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV184,development,Development,OpenAlex,W4312190928,,https://arxiv.org/abs/W4312190928,The Landscape of Computational Thinking Problems for Practice and Assessment,2022,Conceptual,identifier_title_label_only,not_published_here,included
DEV185,development,Development,OpenAlex,W7169918611,,https://arxiv.org/abs/W7169918611,"Paper-Rich, Trainee-Poor? Generative AI, Funding Retrenchment, and the Future of Computing Education Research",2026,Conceptual,identifier_title_label_only,not_published_here,included
DEV186,development,Development,OpenAlex,W2908665514,,https://arxiv.org/abs/W2908665514,Assessing the Impact of the Distributed Software Development Course on the Careers of Young Software Engineers,2019,Experimental,identifier_title_label_only,not_published_here,included
DEV187,development,Development,OpenAlex,W4220672907,,https://arxiv.org/abs/W4220672907,A Qualitative Study of Experienced Course Coordinators’ Perspectives on Assessment in Introductory Programming Courses for Non-CS Majors,2022,Case Study,identifier_title_label_only,not_published_here,included
DEV188,development,Development,OpenAlex,W4285258843,,https://arxiv.org/abs/W4285258843,Analysis of a Mobile Learning Adoption Model for Learning Improvement Based on Students’ Perception,2022,Experimental,identifier_title_label_only,not_published_here,included
DEV189,development,Development,OpenAlex,W2973586208,,https://arxiv.org/abs/W2973586208,The Effectiveness of a Customized Online Collaboration Tool for Teaching and Learning,2019,Experimental,identifier_title_label_only,not_published_here,included
DEV190,development,Development,OpenAlex,W2885411001,,https://arxiv.org/abs/W2885411001,Teacher Presence and Social Presence in Virtual and Blended Courses,2018,Experimental,identifier_title_label_only,not_published_here,included
DEV191,development,Development,OpenAlex,W7123416143,,https://arxiv.org/abs/W7123416143,"Linking AI Literacy, Self-Efficacy, Attitudes, and Achievement: A Mixed-Methods Study on the Moderating Role of AI Usage and Study Year",2025,Experimental,identifier_title_label_only,not_published_here,included
DEV192,development,Development,OpenAlex,W2592200162,,https://arxiv.org/abs/W2592200162,Effect of Computerized Gloss Presentation Format on Reading Comprehension: A Cognitive Load Perspective,2016,Experimental,identifier_title_label_only,not_published_here,included
DEV193,development,Development,OpenAlex,W4395096647,,https://arxiv.org/abs/W4395096647,Researching Influences of Learner Experience on AR/VR Adoption - The Case of Vietnamese Universities,2024,Experimental,identifier_title_label_only,not_published_here,included
DEV194,development,Development,OpenAlex,W7169813802,,https://arxiv.org/abs/W7169813802,Learning Media as Social Artefacts: How Aesthetic Design and Cultural Relevance Shape Self-Efficacy and Perceived Applied Physics Literacy in Indonesian Mining Engineering Education,2026,Experimental,identifier_title_label_only,not_published_here,included
DEV195,development,Development,OpenAlex,W2952289128,,https://arxiv.org/abs/W2952289128,Requirements Monitoring and Diagnosis for Improving Adaptive E-Learning Systems Design,2019,Experimental,identifier_title_label_only,not_published_here,included
DEV196,development,Development,OpenAlex,W4390564305,,https://arxiv.org/abs/W4390564305,"Ultra-Orthodox Telelearning During COVID-19: Parent, Teacher, and Principal Perspectives on Its Effectiveness",2023,Experimental,identifier_title_label_only,not_published_here,included
DEV197,development,Development,OpenAlex,W3122193348,,https://arxiv.org/abs/W3122193348,Effectiveness of Using Thinking Maps Through the Edmodo Network to Develop Achievement and Mathematical Connections Skills Among Middle School Students,2021,Experimental,identifier_title_label_only,not_published_here,included
DEV198,development,Development,OpenAlex,W3096062014,,https://arxiv.org/abs/W3096062014,The Effects of UTAUT and Usability Qualities on Students’ Use of Learning Management Systems in Saudi Tertiary Education,2020,Conceptual,identifier_title_label_only,not_published_here,included
DEV199,development,Development,OpenAlex,W2974051918,,https://arxiv.org/abs/W2974051918,Appraising the Attitude towards Information Communication Technology Integration and Usage in Kazakhstani Higher Education Curriculum,2019,Conceptual,identifier_title_label_only,not_published_here,included
DEV200,development,Development,OpenAlex,W7154583435,,https://arxiv.org/abs/W7154583435,How to Evaluate Fuzzy Linguistic Summaries and Fuzzy Association Rules? A Pilot User Study in Monitoring Bipolar and Depressive Disorders,2026,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV201,development,Development,OpenAlex,W4281294097,,https://arxiv.org/abs/W4281294097,Authenticity in Objects and Activities: Determinants of Satisfaction with Virtual Reality Experiences of Heritage and Non-Heritage Tourism Sites,2022,Experimental,identifier_title_label_only,not_published_here,included
DEV202,development,Development,OpenAlex,W4384662743,,https://arxiv.org/abs/W4384662743,Throwing Good Money After Bad: Risk Mitigation Strategies in the P2P Lending Platforms,2023,Conceptual,identifier_title_label_only,not_published_here,included
DEV203,development,Development,OpenAlex,W7155387889,,https://arxiv.org/abs/W7155387889,The New Reality of Knowledge Work: Impact of Flexible Work Settings on Organizational Cybersecurity,2026,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV204,development,Development,OpenAlex,W2899310344,,https://arxiv.org/abs/W2899310344,Technology as a Disruptive Agent: Intergenerational Perspectives,2018,Case Study,identifier_title_label_only,not_published_here,included
DEV205,development,Development,OpenAlex,W4404602541,,https://arxiv.org/abs/W4404602541,Determinants of Loan Funding Success and Default for a Chinese Microfinance Portfolio,2026,Experimental,identifier_title_label_only,not_published_here,included
DEV206,development,Development,OpenAlex,W4399423587,,https://arxiv.org/abs/W4399423587,A Mixed-Integer Formulation for the Simultaneous Input Selection and Outlier Filtering in Soft Sensor Training,2024,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV207,development,Development,OpenAlex,W4403002125,,https://arxiv.org/abs/W4403002125,Factors Affecting Big Data Analytics Adoption in Small and Medium Enterprises,2024,Experimental,identifier_title_label_only,not_published_here,included
DEV208,development,Development,OpenAlex,W4411002126,,https://arxiv.org/abs/W4411002126,The Role of Personality in Fake News Sharing on Social Media: Reducing Extraverts’ Proclivity to Share Fake News,2025,Conceptual,identifier_title_label_only,not_published_here,included
DEV209,development,Development,OpenAlex,W4224234247,,https://arxiv.org/abs/W4224234247,Design and Evaluation of a Conversational Agent for Facilitating Idea Generation in Organizational Innovation Processes,2022,Experimental,identifier_title_label_only,not_published_here,included
DEV210,development,Development,OpenAlex,W3186484155,,https://arxiv.org/abs/W3186484155,A Meta-Analytic Structural Equation Model for Understanding Social Commerce Adoption,2021,Experimental,identifier_title_label_only,not_published_here,included
DEV211,development,Development,OpenAlex,W4366089033,,https://arxiv.org/abs/W4366089033,The Polarizing Impact of Political Disinformation and Hate Speech: A Cross-country Configural Narrative,2023,Conceptual,identifier_title_label_only,not_published_here,included
DEV212,development,Development,OpenAlex,W2966213496,,https://arxiv.org/abs/W2966213496,Role of visual analytics in supporting mental healthcare systems research and policy: A systematic scoping review,2019,Review,identifier_title_label_only,not_published_here,included
DEV213,development,Development,OpenAlex,W2950099013,,https://arxiv.org/abs/W2950099013,Boundary conditions for traceability in food supply chains using blockchain technology,2019,Conceptual,identifier_title_label_only,not_published_here,included
DEV214,development,Development,OpenAlex,W7123353801,,https://arxiv.org/abs/W7123353801,The impact of enterprise and public social media use on guanxi formation and task performance,2026,Experimental,identifier_title_label_only,not_published_here,included
DEV215,development,Development,OpenAlex,W4386118727,,https://arxiv.org/abs/W4386118727,Digital transparency and the usefulness for open government,2023,Experimental,identifier_title_label_only,not_published_here,included
DEV216,development,Development,OpenAlex,W3120212181,,https://arxiv.org/abs/W3120212181,What is it about humanity that we can’t give away to intelligent machines? A European perspective,2021,Conceptual,identifier_title_label_only,not_published_here,included
DEV217,development,Development,OpenAlex,W3156185991,,https://arxiv.org/abs/W3156185991,Organizing workers and machine learning tools for a less oppressive workplace,2021,Experimental,identifier_title_label_only,not_published_here,included
DEV218,development,Development,OpenAlex,W4409631728,,https://arxiv.org/abs/W4409631728,Making business processes intelligent: Complementarities of combining robotic process automation and AI technologies,2026,Experimental,identifier_title_label_only,not_published_here,included
DEV219,development,Development,OpenAlex,W2933627812,,https://arxiv.org/abs/W2933627812,Multimodal data as a means to understand the learning experience,2019,Experimental,identifier_title_label_only,not_published_here,included
DEV220,development,Development,OpenAlex,W4414874962,,https://arxiv.org/abs/W4414874962,AI meets marketing research: Virtual interviewers and the challenges of regional and demographic adoption,2025,Experimental,identifier_title_label_only,not_published_here,included
DEV221,development,Development,OpenAlex,W4411466629,,https://arxiv.org/abs/W4411466629,From self-service to AI-assisted service: A mixed-method study of IT support service provision using search tools and chatbots,2025,Experimental,identifier_title_label_only,not_published_here,included
DEV222,development,Development,OpenAlex,W2901181835,,https://arxiv.org/abs/W2901181835,How does IT affect design centricity approaches: Evidence from Spain’s smart tourism ecosystem,2018,Case Study,identifier_title_label_only,not_published_here,included
DEV223,development,Development,OpenAlex,W3135177571,,https://arxiv.org/abs/W3135177571,The influence of financial features and country characteristics on B2B ICOs’ website traffic,2021,Conceptual,identifier_title_label_only,not_published_here,included
DEV224,development,Development,OpenAlex,W2011113020,,https://arxiv.org/abs/W2011113020,Exploring how inter-organizational relational benefits affect information sharing in supply chains,2013,Experimental,identifier_title_label_only,not_published_here,included
DEV225,development,Development,OpenAlex,W4408216857,,https://arxiv.org/abs/W4408216857,Optimizing sentiment analysis in product descriptions: effects on customer purchase intentions,2025,Design/Engineering,identifier_title_label_only,not_published_here,included
DEV226,development,Development,OpenAlex,W4324145392,,https://arxiv.org/abs/W4324145392,Managing changes in the environment of human–robot interaction and welfare services,2023,Experimental,identifier_title_label_only,not_published_here,included
DEV227,development,Development,OpenAlex,W4400010517,,https://arxiv.org/abs/W4400010517,Dissecting bias of ChatGPT in college major recommendations,2024,Experimental,identifier_title_label_only,not_published_here,included
DEV228,development,Development,OpenAlex,W2890034701,,https://arxiv.org/abs/W2890034701,Connected homes and online retail: the case of IoT enabled online shopping,2025,Case Study,identifier_title_label_only,not_published_here,included
DEV229,development,Development,OpenAlex,W4410847598,,https://arxiv.org/abs/W4410847598,An empirical exploration of the antecedents to consumer acceptance of refurbished digital products,2025,Experimental,identifier_title_label_only,not_published_here,included
EXT000,test,AI adoption,arXiv,2602.09185,10.48550/arXiv.2602.09185,https://arxiv.org/abs/2602.09185,AIDev: Studying AI Coding Agents on GitHub,2026-02-09,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT001,calibration,AI adoption,arXiv,2508.03757,10.48550/arXiv.2508.03757,https://arxiv.org/abs/2508.03757,AI Investment and Firm Productivity: How Executive Demographics Drive Technology Adoption and Performance in Japanese Enterprises,2025-08-04,Experimental,identifier_title_label_only,not_published_here,included
EXT002,calibration,AI adoption,arXiv,2601.03880,10.48550/arXiv.2601.03880,https://arxiv.org/abs/2601.03880,"Women Worry, Men Adopt? Gendered Risk Perceptions and Generative AI Adoption",2026-01-07,Conceptual,identifier_title_label_only,not_published_here,included
EXT003,test,AI adoption,arXiv,2609.03456,10.48550/arXiv.2609.03456,https://arxiv.org/abs/2609.03456,The Psychological Costs of Artificial Intelligence Adoption in Software Engineering,2026-09-03,Case Study,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT004,test,AI adoption,arXiv,2510.18417,10.48550/arXiv.2510.18417,https://arxiv.org/abs/2510.18417,On AI Verification in Open RAN,2025-10-21,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT005,test,AI adoption,arXiv,2504.20215,10.48550/arXiv.2504.20215,https://arxiv.org/abs/2504.20215,Exploring AI-powered Digital Innovations from A Transnational Governance Perspective: Implications for Market Acceptance and Digital Accountability Accountability,2025-04-28,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT006,test,AI adoption,arXiv,2504.13903,10.48550/arXiv.2504.13903,https://arxiv.org/abs/2504.13903,From Teacher to Colleague: How Coding Experience Shapes Developer Perceptions of AI Tools,2025-04-08,Experimental,identifier_title_label_only,not_published_here,included
EXT007,calibration,AI adoption,arXiv,2605.07056,10.48550/arXiv.2605.07056,https://arxiv.org/abs/2605.07056,The University AI Didn't Replace -- Rethinking Universities in the AI Era,2026-05-08,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT008,test,AI adoption,arXiv,2601.08858,10.48550/arXiv.2601.08858,https://arxiv.org/abs/2601.08858,Adaptive Trust Metrics for Multi-LLM Systems: Enhancing Reliability in Regulated Industries,2026-01-07,Case Study,identifier_title_label_only,not_published_here,included
EXT009,test,AI adoption,arXiv,2410.12795,10.48550/arXiv.2410.12795,https://arxiv.org/abs/2410.12795,Integrating AI Education in Disciplinary Engineering Fields: Towards a System and Change Perspective,2024-09-28,Case Study,identifier_title_label_only,not_published_here,included
EXT010,test,AI adoption,arXiv,2602.09846,10.48550/arXiv.2602.09846,https://arxiv.org/abs/2602.09846,Identifying and Prioritizing Generative AI Use Cases in an Organization: An Industrial Case Study,2026-02-10,Case Study,identifier_title_label_only,not_published_here,included
EXT011,calibration,AI adoption,arXiv,2608.07483,10.48550/arXiv.2608.07483,https://arxiv.org/abs/2608.07483,"Generative AI as Support, Not Replacement, in Human-Centered Design",2026-06-09,Conceptual,identifier_title_label_only,not_published_here,included
EXT012,test,AI adoption,arXiv,2510.09634,10.48550/arXiv.2510.09634,https://arxiv.org/abs/2510.09634,Responsible AI Adoption in the Public Sector: A Data-Centric Taxonomy of AI Adoption Challenges,2025-09-29,Conceptual,identifier_title_label_only,not_published_here,included
EXT013,test,AI adoption,arXiv,2608.26089,10.48550/arXiv.2608.26089,https://arxiv.org/abs/2608.26089,From Producing to Validating: How AI Is Deskilling Freelancers,2026-08-26,Conceptual,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT014,test,AI adoption,arXiv,2605.22687,10.48550/arXiv.2605.22687,https://arxiv.org/abs/2605.22687,The efficiency-gain illusion: People underestimate the rate of AI use and overestimate its benefits on simple tasks,2026-05-21,Experimental,identifier_title_label_only,not_published_here,included
EXT015,test,AI adoption,arXiv,2502.13199,10.48550/arXiv.2502.13199,https://arxiv.org/abs/2502.13199,"The Role of GitHub Copilot on Software Development: A Perspective on Productivity, Security, Best Practices and Future Directions",2025-02-18,Review,identifier_title_label_only,not_published_here,included
EXT016,test,AI adoption,arXiv,2502.05698,10.48550/arXiv.2502.05698,https://arxiv.org/abs/2502.05698,A Conceptual Exploration of Generative AI-Induced Cognitive Dissonance and its Emergence in University-Level Academic Writing,2025-02-08,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT017,calibration,AI adoption,arXiv,2510.19799,10.48550/arXiv.2510.19799,https://arxiv.org/abs/2510.19799,"Integrating Transparent Models, LLMs, and Practitioner-in-the-Loop: A Case of Nonprofit Program Evaluation",2025-10-22,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT018,test,AI adoption,arXiv,2601.21650,10.48550/arXiv.2601.21650,https://arxiv.org/abs/2601.21650,"When Life Gives You AI, Will You Turn It Into A Market for Lemons? Understanding How Information Asymmetries About AI System Capabilities Affect Market Outcomes and Adoption",2026-01-29,Experimental,identifier_title_label_only,not_published_here,included
EXT019,calibration,AI adoption,arXiv,2505.01085,10.48550/arXiv.2505.01085,https://arxiv.org/abs/2505.01085,Artificial Intelligence in Government: Why People Feel They Lose Control,2025-05-02,Experimental,identifier_title_label_only,not_published_here,included
EXT020,test,AI adoption,arXiv,1903.06753,10.48550/arXiv.1903.06753,https://arxiv.org/abs/1903.06753,Wasserstein Distance based Deep Adversarial Transfer Learning for Intelligent Fault Diagnosis,2019-03-02,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT021,calibration,AI adoption,arXiv,2606.19630,10.48550/arXiv.2606.19630,https://arxiv.org/abs/2606.19630,AI4SE and SE4AI Exploration: A Decade Looking Back and Forward,2026-06-17,Conceptual,identifier_title_label_only,not_published_here,included
EXT022,calibration,AI adoption,arXiv,2507.00288,10.48550/arXiv.2507.00288,https://arxiv.org/abs/2507.00288,Reconfiguring Digital Accountability: AI-Powered Innovations and Transnational Governance in a Postnational Accounting Context,2025-06-30,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT023,calibration,AI adoption,arXiv,2512.23327,10.48550/arXiv.2512.23327,https://arxiv.org/abs/2512.23327,An Empirical Study of Generative AI Adoption in Software Engineering,2025-12-29,Experimental,identifier_title_label_only,not_published_here,included
EXT024,test,AI adoption,arXiv,2512.02509,10.48550/arXiv.2512.02509,https://arxiv.org/abs/2512.02509,The Invisible Hand: Characterizing Generative AI Adoption and its Effects on An Online Freelancing Market,2025-12-02,Experimental,identifier_title_label_only,not_published_here,included
EXT025,calibration,AI adoption,arXiv,2509.07032,10.48550/arXiv.2509.07032,https://arxiv.org/abs/2509.07032,A Maslow-Inspired Hierarchy of Engagement with AI Model,2025-09-07,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT026,test,AI adoption,arXiv,2510.03868,10.48550/arXiv.2510.03868,https://arxiv.org/abs/2510.03868,AI Adoption Across Mission-Driven Organizations,2025-10-04,Case Study,identifier_title_label_only,not_published_here,included
EXT027,test,AI adoption,arXiv,2608.11539,10.48550/arXiv.2608.11539,https://arxiv.org/abs/2608.11539,Player Perceptions of Generative AI in Games: A Steam Review Analysis,2026-08-12,Conceptual,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT028,test,AI adoption,arXiv,2503.05039,10.48550/arXiv.2503.05039,https://arxiv.org/abs/2503.05039,Bridging the AI Adoption Gap: Designing an Interactive Pedagogical Agent for Higher Education Instructors,2025-03-06,Case Study,identifier_title_label_only,not_published_here,included
EXT029,test,AI adoption,arXiv,2511.01324,10.48550/arXiv.2511.01324,https://arxiv.org/abs/2511.01324,AI for Requirements Engineering: Industry adoption and Practitioner perspectives,2025-11-03,Experimental,identifier_title_label_only,not_published_here,included
EXT030,calibration,AI adoption,arXiv,2511.13860,10.48550/arXiv.2511.13860,https://arxiv.org/abs/2511.13860,Randomized Controlled Trials for Phishing Triage Agent,2025-11-17,Experimental,identifier_title_label_only,not_published_here,included
EXT031,calibration,AI adoption,arXiv,2505.11989,10.48550/arXiv.2505.11989,https://arxiv.org/abs/2505.11989,The Impact of Artificial Intelligence on Gross Domestic Product: A Global Analysis,2025-05-17,Case Study,identifier_title_label_only,not_published_here,included
EXT032,test,AI adoption,arXiv,2604.22030,10.48550/arXiv.2604.22030,https://arxiv.org/abs/2604.22030,A Systematic AI Adoption Framework for Higher Education: From Student GenAI Usage to Institutional Integration,2026-04-23,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT033,test,AI adoption,arXiv,2504.19818,10.48550/arXiv.2504.19818,https://arxiv.org/abs/2504.19818,PhenoAssistant: A Conversational Multi-Agent AI System for Automated Plant Phenotyping,2025-04-28,Design/Engineering,identifier_title_label_only,not_published_here,included
